PLANET,MASS,RADIUS,PERIOD,ECC,OMEGA,THZC,THZO,TEQA,TEQB,TEQC,TEQD,OHZIN,CHZIN,CHZOUT,OHZOUT
GJ 414 A b                    ,  0.024,  0.235,     50.8,0.450,111.0,  0.0, 48.1, 544.3, 457.7, 335.2, 281.9,  0.279,  0.354,  0.666,  0.702
GJ 414 A c                    ,  0.169,  0.749,    749.8,0.105, 74.0,  0.0,  0.0, 173.8, 146.2, 156.5, 131.6,  0.279,  0.354,  0.666,  0.702
GJ 4276 b                     ,  0.052,       ,     13.4,0.370,216.8,  0.0,  0.0, 545.8, 459.0, 370.1, 311.2,  0.115,  0.146,  0.284,  0.300
GJ 486 b                      ,  0.009,  0.116,      1.5,0.050, 90.0,  0.0,  0.0, 856.0, 719.8, 814.3, 684.7,  0.090,  0.114,  0.224,  0.236
GJ 536 b                      ,  0.017,       ,      8.7,0.080,288.7,  0.0,  0.0, 605.6, 509.3, 559.0, 470.0,  0.167,  0.212,  0.407,  0.430
GJ 625 b                      ,  0.009,       ,     14.6,0.130,343.1,  0.0,  0.0, 426.4, 358.6, 374.1, 314.6,  0.092,  0.117,  0.227,  0.240
GJ 667 C b                    ,  0.018,       ,      7.2,0.130,  5.7,  0.0,  0.0, 540.7, 454.7, 474.5, 399.0,  0.096,  0.122,  0.238,  0.251
GJ 667 C c                    ,  0.012,       ,     28.1,0.020,292.2,100.0,100.0, 323.8, 272.3, 317.4, 266.9,  0.096,  0.122,  0.238,  0.251
GJ 667 C e                    ,  0.008,       ,     62.2,0.020, 28.6,100.0,100.0, 248.1, 208.6, 243.2, 204.5,  0.096,  0.122,  0.238,  0.251
GJ 667 C f                    ,  0.008,       ,     39.0,0.030,103.1,100.0,100.0, 291.4, 245.0, 282.7, 237.8,  0.096,  0.122,  0.238,  0.251
GJ 667 C g                    ,  0.014,       ,    256.2,0.080, 51.6,  0.0,  0.0, 159.5, 134.1, 147.2, 123.8,  0.096,  0.122,  0.238,  0.251
GJ 674 b                      ,  0.035,       ,      4.7,0.200,143.0,  0.0,  0.0, 666.9, 560.8, 544.5, 457.9,  0.103,  0.131,  0.253,  0.267
GJ 676 A b                    ,  4.960,       ,   1056.8,0.330, 90.0,  0.0,  0.0, 161.0, 135.4, 114.3,  96.1,  0.235,  0.298,  0.571,  0.603
GJ 676 A c                    ,  6.800,       ,   7337.0,0.000, 90.0,  0.0,  0.0,  69.2,  58.2,  69.2,  58.2,  0.235,  0.298,  0.571,  0.603
GJ 676 A d                    ,  0.014,       ,      3.6,0.262,311.3,  0.0,  0.0,1017.5, 855.6, 778.1, 654.3,  0.235,  0.298,  0.571,  0.603
GJ 676 A e                    ,  0.025,       ,     35.4,0.125,331.7,  0.0,  0.0, 436.2, 366.8, 384.7, 323.5,  0.235,  0.298,  0.571,  0.603
GJ 682 b                      ,  0.014,       ,     17.5,0.080, 86.0,100.0,100.0, 258.2, 217.1, 238.3, 200.4,  0.037,  0.047,  0.093,  0.098
GJ 682 c                      ,  0.027,       ,     57.3,0.100,320.0,  0.0,  0.0, 176.0, 148.0, 159.2, 133.9,  0.037,  0.047,  0.093,  0.098
GJ 685 b                      ,  0.028,       ,     24.2,0.000, 90.0,  0.0,  0.0, 439.2, 369.3, 439.2, 369.3,  0.192,  0.244,  0.466,  0.491
GJ 740 b                      ,  0.009,       ,      2.4,0.240,319.0,  0.0,  0.0,1114.4, 937.1, 872.4, 733.6,  0.203,  0.257,  0.489,  0.515
GJ 832 b                      ,  0.680,       ,   3657.0,0.080,246.0,  0.0,  0.0,  73.5,  61.8,  67.8,  57.0,  0.132,  0.167,  0.325,  0.343
GJ 832 c                      ,  0.017,       ,     35.7,0.180, 10.0, 51.1,100.0, 363.8, 305.9, 303.3, 255.0,  0.132,  0.167,  0.325,  0.343
GJ 849 b                      ,  1.000,       ,   1882.0,0.040, 90.0,  0.0,  0.0,  90.1,  75.7,  86.5,  72.8,  0.137,  0.173,  0.341,  0.360
GJ 86 b                       ,  4.420,       ,     15.8,0.040, 90.0,  0.0,  0.0, 802.3, 674.7, 770.8, 648.2,  0.481,  0.609,  1.095,  1.155
GJ 887 b                      ,  0.013,       ,      9.3,0.000, 90.0,  0.0,  0.0, 556.4, 467.9, 556.4, 467.9,  0.157,  0.198,  0.382,  0.402
GJ 887 c                      ,  0.024,       ,     21.8,0.000, 90.0,  0.0,  0.0, 418.8, 352.2, 418.8, 352.2,  0.157,  0.198,  0.382,  0.402
GJ 96 b                       ,  0.062,       ,     73.9,0.440,339.6, 59.9, 75.3, 447.8, 376.6, 279.3, 234.8,  0.243,  0.307,  0.588,  0.621
GJ 9827 b                     ,  0.015,  0.141,      1.2,0.000, 90.0,  0.0,  0.0,1405.8,1182.1,1405.8,1182.1,  0.272,  0.345,  0.642,  0.678
GJ 9827 c                     ,  0.003,  0.111,      3.6,0.000, 90.0,  0.0,  0.0, 972.9, 818.1, 972.9, 818.1,  0.272,  0.345,  0.642,  0.678
GJ 9827 d                     ,  0.013,  0.180,      6.2,0.000, 90.0,  0.0,  0.0, 815.2, 685.5, 815.2, 685.5,  0.272,  0.345,  0.642,  0.678
Gl 378 b                      ,  0.041,       ,      3.8,0.109,210.6,  0.0,  0.0, 874.5, 735.3, 783.8, 659.1,  0.199,  0.252,  0.481,  0.507
Gl 49 b                       ,  0.018,       ,     13.9,0.363, 43.0,  0.0,  0.0, 650.5, 547.0, 444.7, 373.9,  0.181,  0.229,  0.439,  0.463
Gl 686 b                      ,  0.021,       ,     15.5,0.050,197.1,  0.0,  0.0, 466.9, 392.6, 444.1, 373.5,  0.140,  0.178,  0.342,  0.361
HAT-P-11 b                    ,  0.074,  0.389,      4.9,0.218, 19.0,  0.0,  0.0,1115.0, 937.6, 893.4, 751.2,  0.368,  0.466,  0.852,  0.899
HAT-P-11 c                    ,  1.595,       ,   3407.0,0.601,143.7,  0.0,  0.0, 176.1, 148.0,  87.9,  73.9,  0.368,  0.466,  0.852,  0.899
HAT-P-12 b                    ,  0.211,  0.959,      3.2,0.000, 90.0,  0.0,  0.0,1144.1, 962.1,1144.1, 962.1,  0.364,  0.462,  0.848,  0.894
HAT-P-13 b                    ,  0.851,  1.272,      2.9,0.013,210.0,  0.0,  0.0,1969.7,1656.3,1943.7,1634.5,  1.126,  1.426,  2.524,  2.662
HAT-P-13 c                    , 14.280,       ,    446.3,0.662,175.3, 62.1, 74.7, 628.8, 528.8, 283.8, 238.6,  1.126,  1.426,  2.524,  2.662
HAT-P-14 b                    ,  3.440,  1.420,      4.6,0.110, 90.0,  0.0,  0.0,1973.3,1659.3,1766.9,1485.8,  1.697,  2.149,  3.729,  3.934
HAT-P-15 b                    ,  1.940,  1.060,     10.9,0.190, 90.0,  0.0,  0.0,1184.3, 995.9, 977.1, 821.6,  0.755,  0.957,  1.697,  1.790
HAT-P-16 b                    ,  4.193,  1.289,      2.8,0.036,214.0,  0.0,  0.0,1966.2,1653.3,1896.6,1594.8,  1.029,  1.303,  2.278,  2.402
HAT-P-17 b                    ,  0.580,  1.050,     10.3,0.350, 90.0,  0.0,  0.0,1143.8, 961.8, 793.6, 667.4,  0.555,  0.703,  1.260,  1.329
HAT-P-17 c                    ,  3.400,       ,   5584.0,0.390,181.5,  0.0,  0.0, 151.8, 127.6, 100.6,  84.6,  0.555,  0.703,  1.260,  1.329
HAT-P-18 b                    ,  0.197,  0.995,      5.5,0.084,120.0,  0.0,  0.0,1054.9, 887.1, 969.7, 815.5,  0.410,  0.520,  0.949,  1.001
HAT-P-19 b                    ,  0.292,  1.132,      4.0,0.067,256.0,  0.0,  0.0,1238.8,1041.7,1158.4, 974.1,  0.477,  0.604,  1.093,  1.153
HAT-P-1 b                     ,  0.525,  1.319,      4.5,0.000, 90.0,  0.0,  0.0,1572.7,1322.5,1572.7,1322.5,  0.929,  1.177,  2.066,  2.179
HAT-P-20 b                    ,  7.246,  0.867,      2.9,0.015,317.0,  0.0,  0.0,1159.9, 975.3,1142.6, 960.8,  0.347,  0.440,  0.810,  0.855
HAT-P-21 b                    ,  4.870,  1.110,      4.1,0.230, 90.0,  0.0,  0.0,1727.2,1452.4,1366.6,1149.2,  0.859,  1.088,  1.930,  2.035
HAT-P-22 b                    ,  2.470,  1.150,      3.2,0.020, 90.0,  0.0,  0.0,1535.8,1291.5,1505.4,1265.9,  0.721,  0.913,  1.634,  1.724
HAT-P-23 b                    ,  1.340,  1.090,      1.2,0.110, 90.0,  0.0,  0.0,2581.0,2170.3,2311.1,1943.4,  0.747,  0.946,  1.663,  1.754
HAT-P-24 b                    ,  0.750,  1.300,      3.4,0.070, 90.0,  0.0,  0.0,2016.7,1695.9,1880.2,1581.0,  1.216,  1.540,  2.681,  2.828
HAT-P-25 b                    ,  0.569,  1.135,      3.7,0.023,287.0,  0.0,  0.0,1422.3,1196.0,1390.0,1168.8,  0.640,  0.810,  1.440,  1.518
HAT-P-26 b                    ,  0.070,  0.630,      4.2,0.120, 90.0,  0.0,  0.0,1255.4,1055.7,1112.8, 935.8,  0.525,  0.665,  1.199,  1.265
HAT-P-27 b                    ,  0.620,  1.020,      3.0,0.000,  0.0,  0.0,  0.0,1439.1,1210.2,1439.1,1210.2,  0.582,  0.738,  1.320,  1.393
HAT-P-28 b                    ,  0.626,  1.212,      3.3,0.051,233.0,  0.0,  0.0,1682.7,1415.0,1598.9,1344.5,  0.802,  1.016,  1.797,  1.895
HAT-P-29 b                    ,  0.880,  1.170,      5.7,0.090, 90.0,  0.0,  0.0,1566.9,1317.6,1431.7,1203.9,  1.063,  1.346,  2.357,  2.486
HAT-P-2 b                     ,  8.620,       ,      5.6,0.517,188.0,  0.0,  0.0,2477.7,2083.5,1397.7,1175.3,  1.332,  1.687,  2.937,  3.098
HAT-P-30 b                    ,  0.830,  1.440,      2.8,0.040, 90.0,  0.0,  0.0,1988.1,1671.7,1910.1,1606.2,  1.134,  1.436,  2.503,  2.640
HAT-P-31 b                    ,  2.270,  1.090,      5.0,0.250, 90.0,  0.0,  0.0,1891.2,1590.3,1465.0,1231.9,  1.130,  1.431,  2.506,  2.644
HAT-P-32 b                    ,  0.680,  1.980,      2.2,0.159, 50.0,  0.0,  0.0,2380.6,2001.8,2027.9,1705.2,  1.093,  1.384,  2.427,  2.560
HAT-P-33 b                    ,  0.920,  1.850,      3.5,0.000, 90.0,  0.0,  0.0,2112.1,1776.0,2112.1,1776.0,  1.606,  2.035,  3.538,  3.732
HAT-P-34 b                    ,  3.330,  1.197,      5.5,0.432, 21.9,  0.0,  0.0,2329.2,1958.6,1466.9,1233.5,  1.372,  1.737,  3.021,  3.187
HAT-P-35 b                    ,  1.056,  1.332,      3.6,0.020, 90.0,  0.0,  0.0,1899.0,1596.8,1861.3,1565.2,  1.180,  1.495,  2.616,  2.760
HAT-P-36 b                    ,  1.848,  1.277,      1.3,0.000, 90.0,  0.0,  0.0,2116.8,1780.0,2116.8,1780.0,  0.746,  0.944,  1.673,  1.764
HAT-P-37 b                    ,  1.169,  1.178,      2.8,0.058,164.0,  0.0,  0.0,1555.2,1307.8,1467.5,1234.0,  0.600,  0.760,  1.352,  1.426
HAT-P-38 b                    ,  0.267,  0.825,      4.6,0.067,240.0,  0.0,  0.0,1330.3,1118.6,1243.9,1046.0,  0.606,  0.768,  1.372,  1.448
HAT-P-39 b                    ,  0.599,  1.571,      3.5,0.000, 90.0,  0.0,  0.0,2082.2,1750.9,2082.2,1750.9,  1.451,  1.838,  3.197,  3.372
HAT-P-3 b                     ,  0.650,  0.940,      2.9,0.000, 90.0,  0.0,  0.0,1376.6,1157.6,1376.6,1157.6,  0.544,  0.689,  1.238,  1.306
HAT-P-40 b                    ,  0.480,  1.520,      4.5,0.000, 90.0,  0.0,  0.0,2098.7,1764.8,2098.7,1764.8,  1.583,  2.005,  3.511,  3.703
HAT-P-41 b                    ,  1.190,  2.050,      2.7,0.000, 90.0,  0.0,  0.0,2304.1,1937.5,2304.1,1937.5,  1.814,  2.297,  3.998,  4.217
HAT-P-42 b                    ,  1.044,  1.280,      4.6,0.000, 90.0,  0.0,  0.0,1695.5,1425.7,1695.5,1425.7,  1.133,  1.435,  2.533,  2.672
HAT-P-43 b                    ,  0.662,  1.281,      3.3,0.000, 90.0,  0.0,  0.0,1615.0,1358.1,1615.0,1358.1,  0.797,  1.009,  1.786,  1.884
HAT-P-44 b                    ,  0.352,  1.242,      4.3,0.044,113.0,  0.0,  0.0,1345.5,1131.5,1287.6,1082.7,  0.617,  0.782,  1.399,  1.476
HAT-P-44 c                    ,  4.000,       ,    872.2,0.494, 90.0, 22.3, 24.7, 314.6, 264.6, 183.1, 154.0,  0.617,  0.782,  1.399,  1.476
HAT-P-45 b                    ,  0.892,  1.426,      3.1,0.049,146.0,  0.0,  0.0,2011.3,1691.3,1915.0,1610.3,  1.150,  1.457,  2.538,  2.677
HAT-P-46 b                    ,  0.493,  1.284,      4.5,0.123, 70.0,  0.0,  0.0,1844.1,1550.7,1629.7,1370.4,  1.153,  1.460,  2.554,  2.694
HAT-P-49 b                    ,  2.200,  1.590,      2.7,0.000, 90.0,  0.0,  0.0,2525.2,2123.4,2525.2,2123.4,  2.027,  2.567,  4.442,  4.685
HAT-P-4 b                     ,  0.671,  1.274,      3.1,0.000, 90.0,  0.0,  0.0,2015.1,1694.5,2015.1,1694.5,  1.227,  1.554,  2.734,  2.884
HAT-P-50 b                    ,  1.350,  1.288,      3.1,0.115, 90.0,  0.0,  0.0,2340.8,1968.3,2085.4,1753.6,  1.457,  1.846,  3.219,  3.395
HAT-P-51 b                    ,  0.309,  1.293,      4.2,0.123, 90.0,  0.0,  0.0,1512.4,1271.8,1336.5,1123.9,  0.709,  0.898,  1.599,  1.687
HAT-P-52 b                    ,  0.818,  1.009,      2.8,0.047, 90.0,  0.0,  0.0,1481.1,1245.5,1413.1,1188.2,  0.548,  0.694,  1.249,  1.318
HAT-P-53 b                    ,  1.484,  1.318,      2.0,0.134, 90.0,  0.0,  0.0,2269.1,1908.0,1982.9,1667.4,  0.953,  1.207,  2.119,  2.236
HAT-P-54 b                    ,  0.760,  0.944,      3.8,0.074, 90.0,  0.0,  0.0,1009.3, 848.7, 937.2, 788.1,  0.284,  0.360,  0.669,  0.706
HAT-P-55 b                    ,  0.582,  1.182,      3.6,0.139, 90.0,  0.0,  0.0,1680.9,1413.5,1461.5,1228.9,  0.765,  0.969,  1.707,  1.800
HAT-P-56 b                    ,  2.310,  1.510,      2.8,0.000, 90.0,  0.0,  0.0,2185.9,1838.1,2185.9,1838.1,  1.359,  1.722,  2.988,  3.152
HAT-P-57 b                    ,  1.410,  1.740,      2.5,0.000, 90.0,  0.0,  0.0,2204.2,1853.5,2204.2,1853.5,  1.612,  2.042,  3.557,  3.752
HAT-P-5 b                     ,  0.980,  1.210,      2.8,0.000, 90.0,  0.0,  0.0,1824.7,1534.4,1824.7,1534.4,  0.885,  1.121,  1.967,  2.075
HAT-P-65 b                    ,  0.527,  1.890,      2.6,0.304, 90.0,  0.0,  0.0,2749.3,2311.9,2008.6,1689.0,  1.417,  1.795,  3.160,  3.333
HAT-P-66 b                    ,  0.783,  1.590,      3.0,0.090, 90.0,  0.0,  0.0,2368.5,1991.6,2164.1,1819.8,  1.503,  1.904,  3.338,  3.521
HAT-P-67 b                    ,  0.340,  2.085,      4.8,0.000, 90.0,  0.0,  0.0,2229.8,1875.0,2229.8,1875.0,  2.130,  2.697,  4.694,  4.951
HAT-P-68 b                    ,  0.724,  1.072,      2.3,0.041, 90.0,  0.0,  0.0,1248.0,1049.4,1197.8,1007.2,  0.326,  0.413,  0.763,  0.805
HAT-P-69 b                    ,  3.580,  1.676,      4.8,0.000, 90.0,  0.0,  0.0,2300.6,1934.6,2300.6,1934.6,  2.177,  2.758,  4.752,  5.012
HAT-P-6 b                     ,  1.320,  1.480,      3.9,0.000, 90.0,  0.0,  0.0,1984.0,1668.4,1984.0,1668.4,  1.499,  1.899,  3.296,  3.477
HAT-P-70 b                    ,  6.780,  1.870,      2.7,0.000, 90.0,  0.0,  0.0,3076.4,2586.9,3076.4,2586.9,  2.810,  3.559,  6.137,  6.473
HAT-P-7 b                     ,  1.840,  1.510,      2.2,0.000, 90.0,  0.0,  0.0,2642.0,2221.7,2642.0,2221.7,  1.769,  2.241,  3.900,  4.114
HAT-P-8 b                     ,  1.280,  1.400,      3.1,0.000, 90.0,  0.0,  0.0,2103.8,1769.0,2103.8,1769.0,  1.323,  1.675,  2.926,  3.086
HAT-P-9 b                     ,  0.749,  1.393,      3.9,0.084,152.0,  0.0,  0.0,1914.6,1610.0,1760.0,1480.0,  1.173,  1.486,  2.587,  2.729
HATS-10 b                     ,  0.526,  0.969,      3.3,0.501, 90.0,  0.0,  0.0,2366.8,1990.2,1364.6,1147.5,  0.853,  1.081,  1.901,  2.005
HATS-11 b                     ,       ,  1.609,      3.6,0.000, 90.0,  0.0,  0.0,2073.9,1743.9,2073.9,1743.9,  1.423,  1.802,  3.129,  3.300
HATS-12 b                     ,       ,  0.692,      3.1,0.000, 90.0,  0.0,  0.0,1877.4,1578.7,1877.4,1578.7,  1.027,  1.300,  2.264,  2.388
HATS-13 b                     ,  0.543,  1.212,      3.0,0.181, 90.0,  0.0,  0.0,1638.9,1378.1,1364.8,1147.7,  0.620,  0.785,  1.394,  1.471
HATS-14 b                     ,  1.071,  1.039,      2.8,0.142, 90.0,  0.0,  0.0,1633.8,1373.9,1416.2,1190.9,  0.613,  0.776,  1.387,  1.463
HATS-15 b                     ,  2.170,  1.105,      1.7,0.126, 90.0,  0.0,  0.0,1913.1,1608.7,1685.5,1417.3,  0.610,  0.772,  1.381,  1.457
HATS-16 b                     ,  3.270,  1.300,      2.7,0.000, 90.0,  0.0,  0.0,1891.1,1590.2,1891.1,1590.2,  0.918,  1.163,  2.053,  2.165
HATS-17 b                     ,  1.338,  0.777,     16.3,0.029, 90.0,  0.0,  0.0, 980.5, 824.5, 952.5, 801.0,  0.832,  1.054,  1.855,  1.956
HATS-18 b                     ,  1.980,  1.329,      0.8,0.000, 90.0,  0.0,  0.0,2458.3,2067.2,2458.3,2067.2,  0.727,  0.921,  1.632,  1.721
HATS-1 b                      ,  1.855,  1.302,      3.4,0.120, 90.0,  0.0,  0.0,1715.7,1442.7,1520.8,1278.9,  0.782,  0.991,  1.743,  1.839
HATS-22 b                     ,  2.740,  0.953,      4.7,0.079, 56.0,  0.0,  0.0,1061.5, 892.6, 980.7, 824.7,  0.376,  0.476,  0.868,  0.916
HATS-23 b                     ,  1.470,  1.860,      2.2,0.114, 90.0,  0.0,  0.0,2087.4,1755.3,1861.6,1565.4,  0.897,  1.136,  2.003,  2.113
HATS-24 b                     ,  2.260,  1.395,      1.3,0.000, 90.0,  0.0,  0.0,2395.2,2014.1,2395.2,2014.1,  0.914,  1.158,  2.026,  2.137
HATS-25 b                     ,  0.613,  1.260,      4.3,0.176, 90.0,  0.0,  0.0,1670.0,1404.3,1397.9,1175.5,  0.815,  1.032,  1.823,  1.923
HATS-26 b                     ,  0.650,  1.750,      3.3,0.245, 90.0,  0.0,  0.0,2627.2,2209.2,2045.9,1720.4,  1.658,  2.100,  3.678,  3.879
HATS-27 b                     ,  0.530,  1.500,      4.6,0.581, 90.0,  0.0,  0.0,3042.7,2558.6,1566.4,1317.2,  1.558,  1.973,  3.431,  3.619
HATS-28 b                     ,  0.672,  1.194,      3.2,0.202, 90.0,  0.0,  0.0,1666.7,1401.5,1358.0,1141.9,  0.637,  0.807,  1.434,  1.512
HATS-29 b                     ,  0.653,  1.251,      4.6,0.158, 90.0,  0.0,  0.0,1568.7,1319.1,1337.6,1124.8,  0.781,  0.989,  1.750,  1.845
HATS-2 b                      ,  1.345,  1.168,      1.4,0.000,  0.0,  0.0,  0.0,1871.8,1574.0,1871.8,1574.0,  0.569,  0.720,  1.293,  1.363
HATS-30 b                     ,  0.706,  1.175,      3.2,0.096, 90.0,  0.0,  0.0,1765.4,1484.5,1603.4,1348.3,  0.831,  1.052,  1.848,  1.949
HATS-31 b                     ,  0.880,  1.640,      3.4,0.233, 90.0,  0.0,  0.0,2470.4,2077.4,1948.4,1638.4,  1.505,  1.907,  3.340,  3.523
HATS-32 b                     ,  0.920,  1.249,      2.8,0.471, 90.0,  0.0,  0.0,2346.0,1972.7,1406.8,1183.0,  0.805,  1.020,  1.802,  1.901
HATS-33 b                     ,  1.192,  1.230,      2.5,0.080, 90.0,  0.0,  0.0,1770.3,1488.7,1633.9,1374.0,  0.740,  0.938,  1.659,  1.750
HATS-34 b                     ,  0.941,  1.430,      2.1,0.108, 90.0,  0.0,  0.0,1818.4,1529.1,1631.6,1372.0,  0.654,  0.828,  1.478,  1.559
HATS-35 b                     ,  1.222,  1.464,      1.8,0.306, 90.0,  0.0,  0.0,2905.3,2443.1,2117.9,1780.9,  1.242,  1.573,  2.742,  2.892
HATS-36 b                     ,       ,  1.153,      4.2,0.000, 90.0,  0.0,  0.0,1564.6,1315.6,1564.6,1315.6,  0.867,  1.098,  1.927,  2.033
HATS-37 A b                   ,  0.099,  0.606,      4.3,0.000, 90.0,  0.0,  0.0,1289.6,1084.4,1289.6,1084.4,  0.574,  0.727,  1.299,  1.370
HATS-38 b                     ,  0.074,  0.614,      4.4,0.000, 90.0,  0.0,  0.0,1538.5,1293.7,1538.5,1293.7,  0.818,  1.036,  1.828,  1.929
HATS-39 b                     ,  0.630,  1.570,      4.6,0.275, 90.0,  0.0,  0.0,2294.2,1929.2,1730.0,1454.8,  1.495,  1.893,  3.287,  3.466
HATS-3 b                      ,  1.071,  1.381,      3.5,0.000, 90.0,  0.0,  0.0,1955.5,1644.4,1955.5,1644.4,  1.225,  1.552,  2.703,  2.851
HATS-40 b                     ,  1.590,  1.580,      3.3,0.312, 90.0,  0.0,  0.0,3004.2,2526.2,2175.5,1829.4,  2.037,  2.580,  4.485,  4.731
HATS-41 b                     ,  9.700,  1.330,      4.2,0.380,136.0,  0.0,  0.0,2537.2,2133.5,1700.6,1430.0,  1.531,  1.939,  3.372,  3.557
HATS-42 b                     ,  1.880,  1.400,      2.3,0.229, 90.0,  0.0,  0.0,2508.4,2109.3,1986.8,1670.7,  1.203,  1.524,  2.670,  2.816
HATS-43 b                     ,  0.261,  1.180,      4.4,0.173,330.0,  0.0,  0.0,1302.7,1095.4,1093.8, 919.8,  0.493,  0.624,  1.126,  1.187
HATS-44 b                     ,  0.560,  1.067,      2.7,0.279, 90.0,  0.0,  0.0,1624.0,1365.6,1219.3,1025.3,  0.493,  0.625,  1.128,  1.189
HATS-45 b                     ,  0.700,  1.286,      4.2,0.240, 90.0,  0.0,  0.0,2067.1,1738.2,1618.3,1360.8,  1.175,  1.489,  2.589,  2.730
HATS-46 b                     ,  0.173,  0.903,      4.7,0.559, 90.0,  0.0,  0.0,1886.0,1585.9,1003.1, 843.5,  0.586,  0.742,  1.319,  1.391
HATS-47 b                     ,  0.369,  1.117,      3.9,0.088, 90.0,  0.0,  0.0,1061.6, 892.7, 972.0, 817.3,  0.320,  0.405,  0.748,  0.789
HATS-48 A b                   ,  0.243,  0.800,      3.1,0.162, 90.0,  0.0,  0.0,1239.2,1042.0,1052.4, 884.9,  0.353,  0.447,  0.825,  0.870
HATS-49 b                     ,  0.353,  0.765,      4.1,0.071, 90.0,  0.0,  0.0,1029.3, 865.5, 958.6, 806.1,  0.325,  0.412,  0.765,  0.806
HATS-4 b                      ,  1.323,  1.020,      2.5,0.013,275.0,  0.0,  0.0,1573.5,1323.2,1553.2,1306.1,  0.618,  0.783,  1.397,  1.473
HATS-50 b                     ,  0.390,  1.130,      3.8,0.516, 90.0,  0.0,  0.0,2301.4,1935.2,1300.3,1093.5,  0.873,  1.106,  1.941,  2.047
HATS-51 b                     ,  0.768,  1.410,      3.3,0.330, 90.0,  0.0,  0.0,2245.8,1888.5,1594.0,1340.4,  1.074,  1.360,  2.399,  2.531
HATS-52 b                     ,  2.240,  1.382,      1.4,0.246, 90.0,  0.0,  0.0,2509.9,2110.5,1952.4,1641.8,  0.800,  1.014,  1.777,  1.875
HATS-53 b                     ,  0.595,  1.340,      3.9,0.330, 90.0,  0.0,  0.0,1904.8,1601.8,1352.0,1136.9,  0.797,  1.009,  1.786,  1.884
HATS-54 b                     ,  0.760,  1.067,      2.5,0.126, 90.0,  0.0,  0.0,2063.5,1735.2,1818.0,1528.8,  0.962,  1.219,  2.154,  2.272
HATS-55 b                     ,  0.921,  1.251,      4.2,0.092, 90.0,  0.0,  0.0,1704.7,1433.5,1554.5,1307.2,  0.951,  1.205,  2.104,  2.219
HATS-56 b                     ,  0.602,  1.688,      4.3,0.019, 90.0,  0.0,  0.0,2281.2,1918.3,2238.3,1882.2,  2.016,  2.554,  4.435,  4.677
HATS-57 b                     ,  3.147,  1.139,      2.4,0.028, 90.0,  0.0,  0.0,1702.9,1432.0,1655.9,1392.4,  0.681,  0.863,  1.530,  1.613
HATS-58 A b                   ,  1.030,  1.095,      4.2,0.168, 90.0,  0.0,  0.0,2242.2,1885.5,1892.4,1591.3,  1.534,  1.943,  3.353,  3.537
HATS-59 b                     ,  0.806,  1.126,      5.4,0.129,227.0,  0.0,  0.0,1432.3,1204.4,1258.0,1057.9,  0.752,  0.952,  1.684,  1.777
HATS-59 c                     , 12.700,       ,   1422.0,0.083, 90.0,  0.0,  0.0, 218.1, 183.4, 200.7, 168.7,  0.752,  0.952,  1.684,  1.777
HATS-5 b                      ,  0.237,  0.912,      4.8,0.019,204.0,  0.0,  0.0,1231.1,1035.2,1207.9,1015.7,  0.566,  0.718,  1.284,  1.354
HATS-60 b                     ,  0.662,  1.153,      3.6,0.191, 90.0,  0.0,  0.0,2017.1,1696.2,1662.5,1398.0,  1.066,  1.350,  2.386,  2.517
HATS-61 b                     ,  3.400,  1.195,      7.8,0.092, 90.0,  0.0,  0.0,1528.6,1285.4,1393.9,1172.1,  1.164,  1.474,  2.617,  2.760
HATS-62 b                     ,  0.179,  1.055,      3.3,0.298, 90.0,  0.0,  0.0,1753.9,1474.9,1289.9,1084.6,  0.628,  0.796,  1.418,  1.496
HATS-63 b                     ,  0.960,  1.207,      3.1,0.136, 90.0,  0.0,  0.0,1788.3,1503.8,1559.6,1311.4,  0.768,  0.972,  1.722,  1.816
